RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
Walker County,TX,Huntsville,48,471,773,145900,145900,145900,145900,149900,145900,144900,144900,149900,149900,149100,145900,150000,145900,145900,147200,149900,159900,159500,158900,149900,134950,144900,144900,139900,144900,144900,141700,144900,142500,141950,145450,145000,149900,145950,144700,144900,149900,147250,149700,147000,149900,145300,147000,149900,154250,157900,159900,162950,159700,159900,166000,169700,172850,173400,170000,175600,183600,181650,181650,182000,184950,199500,209000,201900,191900,199000,208600,210000,216150,210000,221700,217300,210000,2.00E+05,2.00E+05,199900,199500,2.00E+05,207750,199999.5,199500,2.00E+05,208900,208700,199875,199900,206900,219000,223000,220000,223000,225000,223000,219000,239000,251250,224900,215000,213245,225000,216000,219700,214950,229900,232180,231000,231506,239450,229000,230500,233900,231506
Rutherford County,NC,Forest City,37,161,774,199500,199000,194000,197500,189900,189900,189900,185000,190000,199000,199900,198900,195000,199000,197500,197200,199000,199500,189900,187000,180000,179900,179900,174900,170000,164950,164900,164900,162000,165000,169000,162450,169900,168750,169900,175000,175000,179000,184950,188300,189900,190000,187300,194900,194500,189900,186000,189000,182200,179900,180000,189000,189900,189900,189900,195450,195000,189900,194950,193950,181250,185000,189900,191499.5,189900,189900,189000,187500,189000,189900,189900,189900,189000,189000,189000,195000,199900,2.00E+05,2.00E+05,209000,204900,209900,199900,199900,199900,195000,195000,199000,219450,224900,229900,229450,237500,229000,229000,232450,229450,229900,236100,228950,226000,229500,239000,239900,239900,239950,250000,249900,249000,235450,235450,249000,255000
Jones County,MS,Laurel,28,67,775,127500,119000,129500,126750,125500,125000,124000,122000,119900,125000,129000,123000,124000,125950,124950,124900,124700,121000,124500,129000,129000,120000,115000,112700,109900,108000,1.00E+05,112700,113450,110000,115000,119500,119500,119500,119900,120761,110000,122000,125000,125000,127500,129000,132000,124900,129500,129250,133700,141000,132000,125000,122200,119000,133000,128000,125000,115000,110000,113750,105000,99500,97500,89900,94900,95000,94900,95000,99900,99900,99800,94900,99000,97500,98500,98000,105000,113250,115000,118000,119900,120000,118900,114000,119000,119000,120000,118400,115000,113750,118000,129000,129900,129000,128750,125000,127500,127000,129900,129000,120000,124000,119950,127500,129900,127500,135000,137648,144900,140000,139900,139000,149950,149900,145500
Columbia County,FL,Lake City,12,23,776,158950,153000,159450,155000,149900,149900,145500,149900,150000,151450,149900,149900,149450,149950,144900,139900,140750,140750,139900,139900,139900,139000,139125,129900,129900,127400,124900,121000,119945,123700,128300,125000,119500,119999,124500,119250,125000,129000,125000,140000,144900,139000,145900,145000,149900,146000,139950,141000,145000,142025,139000,146075,148750,149900,149950,149900,147900,150000,149000,144900,140000,144900,149000,144900,139000,149900,145000,140000,145000,144900,149500,141687.5,144999.5,149000,154950,159000,155000,157000,161750,164500,170000,165000,163732,159900,164900,165000,178000,177450,175000,175000,172037,179900,187500,179900,186000,189000,189900,189900,189440,194500,189900,195000,189500,189000,189670,196700,199000,190000,185000,185000,194950,199800,212500
Columbia County,PA,Bloomsburg-Berwick,42,37,777,148000,162000,159900,152900,159900,159900,159900,162900,162450,162000,149975,149950,149900,154900,159450,159900,157500,149900,152450,149900,145000,139000,140000,145000,141000,144900,149900,159900,159900,159900,150000,146000,147250,136900,135400,134900,129900,129000,138000,145000,149900,149900,149950,144900,144950,139500,131250,129900,126950,129000,134400,139000,139000,139900,139900,139450,139900,139900,139900,139900,136450,134950,139900,136450,142000,145000,145450,149900,149450,149000,149000,149000,145000,143450,154900,159250,159900,164900,162000,160000,160000,150000,149000,145000,149700,145000,159500,169000,165000,155000,154900,149900,149900,145000,146900,144900,139900,139900,144900,150000,146750,145900,142000,143250,150000,155750,150000,158000,150000,154000,163450,169900,167500
Adams County,IL,Quincy,17,1,778,119450,110000,114500,110000,115900,115000,119900,118450,118450,120000,123800,118750,116900,124950,124900,124900,124950,115000,113950,112900,118400,120000,111200,95000,95900,95000,98450,112900,105000,119900,124500,121900,119950,109900,109500,114900,119450,117500,113700,112450,114900,109900,102000,109900,108950,102000,99700,99700,109000,110000,114900,118900,113200,119900,119000,114449.5,114900,113500,109900,109900,109900,109700,109700,113700,110000,114700,122500,117900,114900,111000,118000,115000,115900,116950,119000,119900,120000,124250,125000,120950,115450,115000,114200,109900,111500,115000,119000,124900,128750,129250,124900,124900,122700,124500,117900,117900,117900,124900,128950,125000,130000,137900,134900,134900,135000,131450,134000,129000,128500,125000,129500,129900,129900
Kauai County,HI,Kapaa,15,7,779,699000,699000,698500,695000,679000,685000,675000,677450,675000,675000,658888,649900,637500,640000,629000,6.00E+05,610000,598000,605000,599000,6.00E+05,6.00E+05,595000,595000,645000,625000,699000,689000,725000,699000,699000,695000,699000,695000,695000,719000,704000,677000,686500,695000,699000,719000,769000,748000,729000,739000,699000,699000,699000,655000,675000,650000,649500,650000,675000,675000,665000,649000,659000,650250,659000,629000,635000,659000,689500,696000,669000,659000,630000,645000,635000,689000,699000,699000,695000,691675,699000,699000,699000,695000,690000,695000,727000,765000,718950,709000,699250,699000,726869,721419,725000,725000,706774,699000,699000,725000,761950,745000,739000,750000,775000,790500,774450,795000,809444,799000,799000,791000,799000,8.00E+05,795000,798000,799000
Marquette County,MI,Marquette,26,103,780,142000,149900,159900,153900,157165,159900,159900,156750,149900,146000,145000,144900,139900,149900,149900,149900,144900,139900,138000,137500,135000,139000,134900,134900,139000,129900,135750,144900,145500,139900,139900,138500,144450,143400,139900,139900,139900,145000,146450,144900,149900,147900,149500,149900,144900,145000,143950,145000,144900,139900,145000,145000,144900,146450,149900,147700,139900,143900,142500,142200,145000,144500,147500,149900,149900,156900,153000,149900,149000,145450,149900,149900,149900,149900,149900,149900,154900,154900,154900,154900,149900,149450,148800,149150,139900,139900,146175,159500,162900,159900,163400,159900,156900,155000,154900,150000,150000,154900,164700,169900,175000,175000,175800,169900,169900,171250,174900,169900,165000,170000,171750,174900,174900
Troup County,GA,LaGrange,13,285,781,140000,149062.5,144900,143850,139000,139900,139000,139900,139500,139500,139900,135000,134000,129900,126000,132150,132900,136400,137500,137900,136900,139900,139000,135900,134900,130000,134900,134900,134900,142900,146900,145000,141200,139600,144550,139900,142900,139900,142900,140950,141000,142900,142000,143900,149900,149900,149900,149900,147600,142250,153400,150000,155000,159270,159000,159900,159000,154900,151500,159900,157900,158500,149900,147350,149900,151450,149900,143000,146450,147900,149900,145000,146000,147900,159700,162950,164900,165000,169000,169900,174700,168250,169900,168500,164900,161000,159900,159900,169900,165000,168500,168000,154700,149000,151250,149900,164950,165000,169900,174900,174950,178050,185450,185900,185000,179900,185000,188450,188500,189700,189900,188000,185000
Walker County,AL,Birmingham-Hoover,1,127,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157500,149900,129450,121900,126950,124000,129950,129900,131950,131950,140000,139450,135000,136000,139900,139900,135500,136000,136000,137500,140000,149500,140000,139900,146950,132500,129900,129900,128500,129450,129900,129900,129900,134900,129949.5,147250,149950,152450,150000,149900,149450,149900,149450,153950,164900,174900,184900,179250,177950,169900,179900,179900,179900,171249.5,169900,159900,149900,152900,149900,150000,149900,149900,144950,145000,149900,148200,149000,136700,132500,129825,136750,129000,129900,127450,125000,119900,120900,121950,124900,135700,139900,140950,147500
James City County,VA,Virginia Beach-Norfolk-Newport News,51,95,783,343000,339000,349000,344900,338000,335000,339000,330000,335000,334900,325000,319900,324000,315000,324450,339900,339000,334900,330000,329995,330600,330000,324785,314900,319595,319900,309900,307950,308715,304640,302990,3.00E+05,299990,299000,298500,301037.5,295900,294990,309990,319990,329990,329990,335000,339000,339000,345000,339900,339000,343495,344990,344990,339990,341800,346650,344990,346650,345000,349990,349000,340817.5,339000,345000,345000,350512.5,345000,349000,349000,349500,350000,347250,350000,349995,341000,349900,349995,347450,349250,347450,349000,344990,344990,344990,339990,339990,338690,339945,344995,340000,338500,340990,339990,335000,335000,340990,339000,338542.5,336319.5,339500,337000,341872.5,344950,349700,348182.5,346332.5,349000,349900,349475,345000,344990,349000,359900,369000,357000
Grand Forks County,ND,Grand Forks,38,35,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244900,240000,241750,247700,249999,249900,240075,235000,234782.5,234999,235000,234900,239900,239900,239900,239900
Laurens County,SC,Greenville-Anderson-Mauldin,45,59,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,165000,159900,152250,154200,139990,135000,139900,142750,148900,159450,159900,159450,165000,159000,159000,157500,149900,167200,159900,159900,169450,171650,175249,180150,174900,178697.5,177147.5,175598,175000,174900,170450,169500,175000,179000,169700
Marion County,OH,Marion,39,101,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,84900,84950,85450,85900,85900,82000,79900,84950,89000,89900,94900,94900,99900,99900,99450,99900,99900,95000,85000,84900,85750,84900,87750,99669,102500,94900,89900,81500,84200,77590,84950,85900,85900,99900,99995,105250,110000,104900,98900,99900,89900,79900,84500,84900,89900,99900,104200
Carteret County,NC,Morehead City,37,31,787,329000,330000,329000,325000,329000,329000,325000,324900,324900,324900,320000,315000,299900,299900,3.00E+05,311500,311000,302500,299900,304950,310000,299999.5,299900,299000,298500,279950,285500,285000,279900,280000,276000,275000,275000,274900,270499.5,269000,270999,269900,269057,269900,269900,274900,271500,274900,275000,275000,269000,265000,265000,269900,271999,277500,277900,275000,275000,279000,279250,279000,279900,280000,285000,290000,286450,292242,288900,284900,279900,284900,284000,280000,276500,275000,274900,279900,285000,279900,278450,275000,275000,284850,285000,289000,284500,280000,284250,285000,287250,289000,289000,292903.5,299000,299000,299000,299000,299000,295000,295000,299900,299900,299900,3.00E+05,309000,305000,304000,309000,308990,299994.5,299900,299900,304500,299500,304500,304900
Klamath County,OR,Klamath Falls,41,35,788,199000,198000,194500,187725,189900,181950,179900,179000,177000,179000,169900,164950,159900,165000,160950,159900,165000,169900,169900,179000,178000,178900,169900,168000,155000,149900,159000,159900,159000,159900,165000,169900,169000,169450,165000,166750,174000,175000,179900,180000,180000,185000,187000,189000,181900,183900,183900,175000,175000,179900,179900,185000,179900,184500,187900,182500,179900,179000,179900,170000,175000,175000,179950,189000,189900,185000,189700,189900,189900,189000,194900,195000,195000,189900,195500,189500,199000,199000,194000,192200,189900,190000,189000,189000,184900,184500,183250,189950,199900,199000,199949.5,199900,2.00E+05,205000,205900,199925,199900,199999,209000,225000,229500,225000,232500,229000,229000,229000,239000,234900,225000,230000,239250,249000,249800
Williamson County,IL,Carbondale-Marion,17,199,789,129450,129900,129900,129900,138700,135900,129000,129900,129000,129000,119900,114750,115900,119000,119000,119900,124500,124700,128250,129500,129000,129000,119900,119900,118000,110000,114900,115000,114900,116900,119900,128450,124900,119900,119500,119900,120900,119500,116450,119700,124900,122900,117000,118750,113000,110000,119000,119000,116750,124350,127500,125000,121000,125250,128000,127000,127750,125500,123500,125500,122900,123000,125500,129900,148750,145000,145000,143750,148500,149000,145500,139825,135000,136950,135000,134900,139900,139900,139450,139900,134950,132000,128250,124900,124900,125000,129900,135000,138200,134250,134500,133400,138900,134900,129900,124400,124900,127200,126748.5,129900,129500,127500,125750,129250,124900,124500,127950,128000,124250,122500,125000,129900,129700
Robertson County,TN,Nashville-Davidson--Murfreesboro--Franklin,47,147,790,168312.5,172000,169900,164900,166500,164900,165000,164900,163900,159900,159900,158200,154900,149900,149900,149900,149900,154000,149900,149900,149900,149000,147900,143900,137900,139500,141000,140000,144900,147825,149700,148000,148800,149900,149900,149900,148900,147900,149900,159250,157500,159500,157700,154999.5,157400,157400,159900,159900,162900,160500,159900,159950,169900,167500,168000,167950,169876,175000,175000,173900,168765,169900,174450,179900,179950,190000,190000,192900,194900,189900,189900,186900,199200,202500,214375,214900,214900,214900,214375,214900,217971,218423,215000,218485.5,211250,208700,207500,214000,234900,249900,249900,248900,244900,244900,242450,250000,244900,250000,247900,259700,254900,257900,259900,254900,249900,249750,259900,262500,262500,264900,264900,264000,264900
Dallas County,IA,Des Moines-West Des Moines,19,49,791,169900,171900,172900,176325,179000,179900,180000,190300,189435,187500,194900,194900,189900,194900,189500,192900,197000,199900,204450,206900,204950,204950,204700,201900,204700,209000,199900,204900,201900,201900,204900,209900,210000,219900,215200,215000,219250,185000,190000,2.00E+05,204712.5,209900,210000,209900,209900,204900,220000,256900,255000,254900,250000,247000,249900,254900,256250,259750,263225,263950,269900,261000,259900,249000,256000,262500,258100,262900,269900,269950,259950,266500,265000,262950,267900,271900,269900,274900,269950,269900,273750,274307.5,269900,273000,274900,274950,275000,279900,284882.5,285000,294900,299000,299500,292364,299900,299900,299900,299999,309900,305000,302000,299735,297200,294900,299450,302077.5,302077.5,306172,308850,3.00E+05,299995,3.00E+05,299900,299500,296294.5
Salem County,NJ,Philadelphia-Camden-Wilmington,34,33,792,189900,189450,190000,184900,180000,179963.5,180000,175000,175000,174500,171000,169000,169450,159900,169000,159900,160000,164900,164900,159900,154900,154900,158000,159000,159900,159900,153500,159000,159450,158500,155000,152450,150000,149000,149900,149900,145000,144950,147000,155000,159900,159900,155000,154900,154900,150000,149900,149900,149000,144900,149900,149900,154950,150000,150000,149900,149000,149900,149999,149900,142950,139900,139900,139307,130000,134900,134950,129900,127000,129000,127000,120000,124900,129900,131000,133900,134900,129900,127750,129000,125000,129900,125000,117000,115000,119900,119900,127900,129900,129900,127750,120000,124650,124250,123200,119000,119000,120000,120000,125000,124900,129950,137500,134900,138750,139999,139700,139900,139900,134900,134900,134900,134900
Butler County,KS,Wichita,20,15,793,140950,148500,157750,158950,154950,149700,149500,147500,149900,152500,149700,144900,134524,139900,142750,149900,149900,153900,153900,155000,149900,149900,150000,149900,149900,154900,154200,154450,149900,151950,150500,154900,150000,146950,149900,149900,152500,154900,154900,159900,159900,160000,158950,154900,149900,149500,148600,148600,149900,152000,149800,157900,157900,156000,152900,150000,154900,155000,149700,146475,149900,150000,158000,163900,165000,165000,175000,167000,172000,179900,175000,169900,164950,164500,169900,163400,166450,170000,164900,175000,177000,187250,179500,184900,185000,192450,189900,189900,194900,198900,198000,201500,204475,189900,188250,184900,187900,191000,193437.5,199000,199000,219000,214950,199000,199900,192585,189950,184000,189900,189900,182737.5,194900,189900
Warren County,NY,Glens Falls,36,113,794,249900,239900,244900,248000,246500,254950,257900,249250,249500,249900,249000,239000,229900,229500,229900,239000,239900,249000,249000,247950,244672.5,249000,245725,239900,247900,240000,248450,244900,247950,244900,249000,249000,249000,249999.5,249900,249900,249900,249975,249900,249900,255000,249450,244900,234900,249000,249000,249900,249450,239900,241800,239900,239900,244900,239900,239000,234900,230000,229900,229900,234900,234950,229500,234900,229900,239900,229900,229900,232500,235000,239900,239000,239000,239900,239900,244750,249900,249900,244850,249000,246700,244950,239900,239450,239900,239000,235000,234900,235000,249000,247000,249000,244900,239900,234900,242449.5,245000,249500,254900,249500,255000,254900,249999,254950,249999,249900,249000,249000,239900,239900,245950,247500,259000,269638.5
